STA,NET,DIST,STA_LAT,STA_LON,EQ_LAT,EQ_LON,EQ_DEP,EQ_MAG,ORIG_TIME,AZ,BAZ,PHASE,DT,PREM,AMP,POLARITY,POLARITY_COFLAG,ONSET,ENDSET,SNR_AVE,SNR_PEAK_TROUGH,SNR_PEAK,MISFIT_SIG,MISFIT_PRE,MISFIT_POST,MISFIT_PRE2T,MISFIT_POST2T,TSTAR_FACTOR,STRETCH_FACTOR,CCC_SEW,CCC_GEW,RECORD_GAU,EW_GAU,GAU_MISFIT,WEIGHT,TRAFFIC_IN_NOISE,ONE_PERIOD,PERIOD_FLAG
BN13A,XY,       83.96200,       54.50200,     -128.56600,      -20.18700,     -174.12300,       55.00000,        7.90000,20060503152639.96094,       24.76500,      222.43200,SSSm,       12.00000,     4343.49000,        0.00002,       -0.68000,0,       13.40000,       27.60000,        2.16000,        0.00000,        0.00000,        0.06000,        0.20000,        0.56000,        0.07000,        1.17000,        1.01000,        1.08000,        0.73000,        0.98000,       32.68000,       29.40000,        0.05000,        0.44000,0,       36.80000,0
BN15,XY,       84.12600,       54.63600,     -128.40000,      -20.18700,     -174.12300,       55.00000,        7.90000,20060503152639.96094,       24.74500,      222.56500,SSSm,       13.60000,     4342.02000,        0.00002,       -0.68000,0,       15.20000,       28.40000,        1.69000,        0.00000,        0.00000,        0.01000,        0.13000,        0.44000,        0.07000,        1.11000,        0.99000,        0.98000,        0.60000,        1.00000,       30.64000,       29.40000,       -0.01000,        0.50000,0,       33.60000,0
SNP71,XE,       76.54500,       37.64200,     -120.40400,      -20.18700,     -174.12300,       55.00000,        7.90000,20060503152639.96094,       41.16000,      231.16100,ScSScSScS,        7.80000,     2960.51000,        0.00002,       -0.66000,0,        9.00000,       24.00000,        3.69000,        0.00000,        0.00000,        0.02000,        0.06000,        0.65000,        0.23000,        0.65000,        2.59000,        1.13000,        0.95000,        0.99000,       34.52000,       29.40000,        0.11000,        0.47000,0,       36.80000,0
SNP23,XE,       76.96700,       37.12300,     -119.21400,      -20.18700,     -174.12300,       55.00000,        7.90000,20060503152639.96094,       42.18100,      232.11500,ScSScSScS,        9.20000,     2962.26000,        0.00003,       -0.65000,0,       10.90000,       21.70000,        3.48000,        0.00000,        0.00000,        0.09000,        0.28000,        0.21000,        0.13000,        0.37000,        0.81000,        0.80000,        0.94000,        0.98000,       25.10000,       29.40000,       -0.19000,        0.26000,0,       28.20000,0
YBH,BK,       77.81200,       41.73200,     -122.71000,      -20.18700,     -174.12300,       55.00000,        7.90000,20060503152639.96094,       36.77900,      228.72000,ScSScSScS,        9.10000,     2965.92000,        0.00002,       -0.68000,0,       11.00000,       23.40000,        3.31000,        0.00000,        0.00000,        0.05000,        0.16000,        0.40000,        0.10000,        0.73000,        0.93000,        0.92000,        0.93000,        0.99000,       28.79000,       29.40000,       -0.07000,        0.72000,0,       31.80000,0
OT01,XT,       79.51700,       45.04000,     -123.63700,      -20.18700,     -174.12300,       55.00000,        7.90000,20060503152639.96094,       33.80900,      227.50200,ScSScSScS,        7.60000,     2973.26000,        0.00009,       -0.70000,0,        9.60000,       22.40000,        4.43000,        0.00000,        0.00000,        0.02000,        0.14000,        0.10000,        0.20000,        0.69000,        0.96000,        0.96000,        0.96000,        1.00000,       29.70000,       29.40000,       -0.04000,        0.90000,0,       33.00000,0
OT11,XT,       80.61000,       42.19000,     -118.34500,      -20.18700,     -174.12300,       55.00000,        7.90000,20060503152639.96094,       38.53600,      231.95800,ScSScSScS,       10.90000,     2977.93000,        0.00005,       -0.67000,0,       12.30000,       26.70000,        3.05000,        0.00000,        0.00000,        0.03000,        0.28000,        0.60000,        0.17000,        1.22000,        1.58000,        1.09000,        0.82000,        0.99000,       33.31000,       29.40000,        0.07000,        0.31000,0,       36.80000,0
MOBC,CN,       81.61200,       53.14400,     -131.96600,      -20.18700,     -174.12300,       55.00000,        7.90000,20060503152639.96094,       24.13200,      219.61400,ScSScSScS,        4.70000,     2982.52000,        0.00003,       -0.73000,0,        6.30000,       17.10000,        2.92000,        0.00000,        0.00000,        0.01000,        0.12000,        0.14000,        0.18000,        0.48000,        0.80000,        0.80000,        0.95000,        0.99000,       24.80000,       29.40000,       -0.20000,        0.65000,0,       28.20000,0
B04A,TA,       81.62900,       48.05700,     -123.50400,      -20.18700,     -174.12300,       55.00000,        7.90000,20060503152639.96094,       31.62000,      227.24000,ScSScSScS,        3.30000,     2982.50000,        0.00003,       -0.71000,0,        5.10000,       17.50000,        2.91000,        0.00000,        0.00000,        0.03000,        0.06000,        0.34000,        0.22000,        0.82000,        0.92000,        0.92000,        0.97000,        1.00000,       28.48000,       29.40000,       -0.08000,        0.57000,0,       31.80000,0
LZB,CN,       81.85000,       48.61200,     -123.82400,      -20.18700,     -174.12300,       55.00000,        7.90000,20060503152639.96094,       31.06300,      226.92200,ScSScSScS,        2.20000,     2983.48000,        0.00002,       -0.71000,0,        3.60000,       17.60000,        3.35000,        0.00000,        0.00000,        0.06000,        0.21000,        0.26000,        0.21000,        0.73000,        0.78000,        1.06000,        0.97000,        0.99000,       32.41000,       29.40000,        0.04000,        0.61000,0,       35.80000,0
BS13,XY,       83.42900,       52.43900,     -126.21700,      -20.18700,     -174.12300,       55.00000,        7.90000,20060503152639.96094,       27.22100,      224.58500,ScSScSScS,        5.90000,     2990.56000,        0.00003,       -0.72000,0,        7.70000,       19.30000,        2.13000,        0.00000,        0.00000,        0.01000,        0.17000,        0.43000,        0.37000,        0.34000,        0.87000,        0.87000,        0.96000,        0.99000,       26.95000,       29.40000,       -0.13000,        0.08000,0,       30.00000,0
JEI02,YJ,       83.49000,      -46.83200,      -71.99500,      -20.18700,     -174.12300,       55.00000,        7.90000,20060503152639.96094,      137.50200,      247.57500,ScSScSScS,       10.40000,     2989.00000,        0.00003,        0.55000,0,       12.40000,       25.20000,        3.13000,        0.00000,        0.00000,        0.08000,        0.20000,        0.65000,        0.12000,        0.46000,        0.96000,        0.95000,        0.87000,        0.96000,       29.70000,       29.40000,       -0.04000,        0.26000,0,       33.00000,0
HOPB,CN,       83.54500,       49.38700,     -121.42100,      -20.18700,     -174.12300,       55.00000,        7.90000,20060503152639.96094,       31.55400,      228.79200,ScSScSScS,        5.80000,     2991.03000,        0.00003,       -0.71000,0,        7.70000,       20.10000,        4.61000,        0.00000,        0.00000,        0.03000,        0.26000,        0.41000,        0.40000,        0.39000,        0.93000,        0.93000,        0.96000,        0.98000,       28.79000,       29.40000,       -0.07000,        0.05000,0,       31.80000,0
BMR,AK,       84.28500,       60.96800,     -144.60500,      -20.18700,     -174.12300,       55.00000,        7.90000,20060503152639.96094,       13.98700,      207.74200,ScSScSScS,       -1.50000,     2994.53000,        0.00003,       -0.73000,0,       -0.20000,       14.40000,        3.47000,        0.00000,        0.00000,        0.05000,        0.23000,        0.38000,        0.16000,        0.47000,        1.93000,        1.11000,        0.98000,        0.97000,       33.72000,       29.40000,        0.08000,        0.57000,0,       36.80000,0
SKAG,AT,       85.45700,       59.46000,     -135.32900,      -20.18700,     -174.12300,       55.00000,        7.90000,20060503152639.96094,       18.73000,      216.20900,ScSScSScS,        1.50000,     2999.83000,        0.00003,       -0.73000,0,        3.40000,       16.00000,        4.20000,        0.00000,        0.00000,        0.03000,        0.15000,        0.37000,        0.15000,        0.32000,        0.94000,        0.94000,        0.97000,        0.99000,       29.09000,       29.40000,       -0.06000,        0.87000,0,       32.20000,0
HCNY,LD,      110.41200,       42.69700,      -74.39800,      -20.18700,     -174.12300,       55.00000,        7.90000,20060503152639.96094,       50.82800,      261.09000,ScSScSScS,        5.10000,     3126.44000,        0.00005,       -0.60000,0,        5.40000,       25.40000,        1.13000,        0.00000,        0.00000,        0.11000,        0.04000,        0.15000,        0.06000,        0.12000,        9.64000,        1.66000,        0.91000,        1.00000,       46.16000,       29.40000,        0.48000,        0.11000,0,       36.80000,0
VES,CI,       76.26600,       35.84100,     -119.08500,      -20.18700,     -174.12300,       55.00000,        7.90000,20060503152639.96094,       43.28800,      232.44700,ScSScSScSScS,        7.10000,     3855.60000,        0.00001,       -0.64000,0,        8.70000,       19.90000,        2.77000,        0.00000,        0.00000,        0.03000,        0.19000,        0.13000,        0.12000,        0.35000,        0.83000,        0.82000,        0.95000,        0.99000,       25.71000,       29.40000,       -0.17000,        0.63000,0,       29.00000,0
ORV,BK,       77.09400,       39.55400,     -121.50000,      -20.18700,     -174.12300,       55.00000,        7.90000,20060503152639.96094,       39.08400,      230.00700,ScSScSScSScS,       10.10000,     3858.35000,        0.00002,       -0.67000,0,       11.80000,       22.80000,        2.64000,        0.00000,        0.00000,        0.00000,        0.05000,        0.17000,        0.27000,        0.28000,        0.82000,        0.82000,        0.92000,        1.00000,       25.42000,       29.40000,       -0.18000,        0.39000,0,       28.60000,0
E05A,TA,       81.50900,       46.56000,     -121.76100,      -20.18700,     -174.12300,       55.00000,        7.90000,20060503152639.96094,       33.54800,      228.80000,ScSScSScSScS,       10.40000,     3873.19000,        0.00001,       -0.70000,0,       12.30000,       24.70000,        4.19000,        0.00000,        0.00000,        0.02000,        0.20000,        0.26000,        0.27000,        0.51000,        0.93000,        0.92000,        0.86000,        0.99000,       28.79000,       29.40000,       -0.07000,        0.57000,0,       31.80000,0
D05A,TA,       81.80600,       47.18800,     -121.98900,      -20.18700,     -174.12300,       55.00000,        7.90000,20060503152639.96094,       32.96700,      228.55000,ScSScSScSScS,        7.80000,     3874.22000,        0.00002,       -0.70000,0,        9.50000,       20.70000,        2.37000,        0.00000,        0.00000,        0.07000,        0.11000,        0.24000,        0.18000,        0.52000,        0.84000,        0.83000,        0.95000,        0.98000,       26.04000,       29.40000,       -0.16000,        0.43000,0,       29.00000,0
